1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
1859	-0.184372	20.545166	0.063194	1.6
1860	-0.224755	20.539185	0.019595	1.7
1861	-0.063639	20.533208	0.012451	1.7
1862	-0.235481	20.527235	0.009284	1.7
1863	-0.191089	20.521267	0.027755	1.7
1864	-0.215567	20.515304	0.018483	1.6
1865	-0.106226	20.509346	0.020254	1.7
1866	-0.441750	20.503392	0.063952	1.7
1867	-0.133611	20.497442	0.012209	1.8
1868	-0.212535	20.491498	0.020560	1.6
1869	-0.163349	20.485558	0.016314	1.7
1870	-0.236300	20.479622	0.021909	1.6
1871	-0.143440	20.473691	0.029932	1.6
1872	-0.243251	20.467765	0.022000	1.7
1873	-0.149539	20.461843	0.018468	1.6
1874	-0.152530	20.455926	0.020894	1.7
1875	-0.203364	20.450013	0.011189	1.6
1876	-0.121171	20.444105	0.039041	1.8
1877	-0.192793	20.438201	0.033428	2.0
1878	-0.134643	20.432302	0.028049	1.7
1879	-0.326392	20.426408	0.023384	1.7
1880	-0.144908	20.420518	0.009895	1.6
1881	-0.201298	20.414632	0.022316	1.7
1882	-0.157687	20.408751	0.015968	1.6
1883	-0.165750	20.402875	0.032377	1.6
1884	-0.046133	20.397003	0.009079	1.6
1885	-0.221878	20.391136	0.021333	1.6
1886	-0.109344	20.385273	0.004250	1.6
1887	-0.181279	20.379414	0.017976	1.7
1888	-0.204686	20.373560	0.032619	1.7
1889	-0.213205	20.367711	0.029874	1.9
1890	-0.178953	20.361866	0.018677	1.9
1891	-0.176078	20.356026	0.019628	1.6
1892	-0.117625	20.350190	0.013115	1.6
1893	-0.185880	20.344358	0.023237	1.7
1894	-0.097161	20.338531	0.020535	1.6
1895	-0.227577	20.332708	0.011553	1.6
1896	-0.080693	20.326890	0.009791	1.7
1897	-0.221058	20.321076	0.022064	1.8
1898	-0.172902	20.315267	0.013551	1.7
1899	-0.118648	20.309462	0.016025	1.8
1900	-0.183274	20.303661	0.015160	1.8
1901	-0.204005	20.297865	0.037988	1.9
1902	-0.493100	20.292074	0.049961	2.1
1903	-0.460727	20.286286	0.037326	2.4
1904	-0.204474	20.280504	0.034081	3.0
1905	-0.224761	20.274725	0.026018	4.2
1906	-0.080475	20.268951	0.025167	2.9
1907	-0.231598	20.263181	0.035054	2.7
1908	-0.159244	20.257416	0.013470	3.1
1909	-0.178883	20.251655	0.014049	2.4
1910	-0.197435	20.245899	0.022249	2.6
1911	-0.236616	20.240146	0.015001	3.0
1912	-0.140642	20.234398	0.013292	2.4
1913	-0.260003	20.228655	0.024764	2.3
1914	-0.056339	20.222916	0.006206	2.2
1915	-0.250664	20.217181	0.022304	2.3
1916	-0.070869	20.211450	0.018125	2.7
1917	-0.214327	20.205724	0.024341	2.9
1918	-0.307487	20.200002	0.015845	3.6
1919	-0.183292	20.194285	0.031729	2.6
1920	-0.359070	20.188572	0.027492	3.1
1921	-0.202512	20.182863	0.022163	4.0
1922	-0.181017	20.177158	0.011636	3.4
1923	-0.237967	20.171458	0.017559	4.7
1924	-0.380319	20.165762	0.021406	4.2
1925	-0.170592	20.160070	0.011154	3.9
1926	-0.174037	20.154383	0.020393	4.3
1927	-0.224927	20.148700	0.022146	3.7
1928	-0.201893	20.143021	0.015744	3.8
1929	-0.207069	20.137346	0.026815	2.6
1930	-0.423388	20.131676	0.027895	3.4
1931	-0.179118	20.126010	0.019238	3.0
1932	-0.225935	20.120348	0.011073	2.8
1933	-0.117963	20.114690	0.031225	2.7
1934	-0.207361	20.109037	0.017321	2.6
1935	-0.075073	20.103388	0.027431	2.2
1936	-0.471367	20.097743	0.038532	2.2
1937	-0.508148	20.092102	0.020648	2.5
1938	-0.103961	20.086466	0.013603	2.6
1939	-0.119721	20.080833	0.008955	3.0
1940	-0.233602	20.075205	0.016363	2.9
1941	-0.361836	20.069581	0.029619	2.5
1942	-0.253836	20.063962	0.015770	2.5
1943	-0.123633	20.058346	0.027394	2.4
1944	-0.345950	20.052735	0.010014	2.8
1945	-0.204584	20.047128	0.025373	3.3
1946	-0.158828	20.041525	0.016053	2.4
1947	-0.165100	20.035926	0.015943	2.7
1948	-0.237309	20.030332	0.018168	3.5
1949	-0.282606	20.024742	0.023637	2.7
1950	-0.178232	20.019155	0.031189	3.2
1951	-0.340598	20.013573	0.027161	2.6
1952	-0.171563	20.007995	0.020989	2.7
1953	-0.061916	20.002422	0.015307	2.8
1954	-0.471415	19.996852	0.018349	2.4
1955	-0.555762	19.991286	0.051713	3.0
1956	-0.126456	19.985725	0.018808	2.3
1957	-0.229007	19.980168	0.027182	2.0
1958	-0.190045	19.974615	0.020001	2.5
1959	-0.169946	19.969066	0.010577	2.8
1960	-0.253677	19.963521	0.011689	3.4
1961	-0.185026	19.957980	0.013175	4.0
1962	-0.253141	19.952443	0.012905	2.6
1963	-0.380617	19.946911	0.028087	2.8
1964	-0.126620	19.941382	0.015521	3.3
1965	-0.238508	19.935858	0.020269	3.3
1966	-0.173242	19.930337	0.023669	2.8
1967	-0.274250	19.924821	0.032158	2.7
1968	-0.160758	19.919309	0.015104	2.8
1969	-0.264879	19.913801	0.015104	3.8
1970	-0.178907	19.908297	0.026275	3.3
1971	-0.172940	19.902797	0.028040	2.6
1972	-0.148737	19.897301	0.025762	2.3
1973	-0.203282	19.891809	0.010623	2.6
1974	-0.165422	19.886321	0.020257	3.3
1975	-0.334096	19.880837	0.023232	3.7
1976	-0.239093	19.875357	0.008402	4.1
1977	-0.129503	19.869881	0.020438	5.6
1978	-0.090513	19.864409	0.018504	3.9
1979	-0.246842	19.858942	0.013175	4.4
1980	-0.208020	19.853478	0.017646	5.3
1981	-0.295630	19.848018	0.014744	4.3
1982	-0.122091	19.842562	0.024234	6.6
1983	-0.255985	19.837111	0.025334	5.1
1984	-0.351548	19.831663	0.064067	4.7
1985	-0.563585	19.826219	0.020069	2.9
1986	-0.039347	19.820779	0.009209	3.0
1987	-0.222433	19.815343	0.026412	3.5
1988	-0.174207	19.809912	0.014792	3.5
1989	-0.178357	19.804484	0.006933	3.8
1990	-0.209626	19.799060	0.031542	3.7
1991	-0.282549	19.793640	0.009058	2.6
1992	-0.138845	19.788224	0.031300	2.4
1993	-0.187936	19.782812	0.028483	3.1
1994	-0.544609	19.777404	0.016882	2.6
1995	-0.216940	19.772000	0.010037	3.2
1996	-0.124445	19.766599	0.012545	3.2
1997	-0.260531	19.761203	0.013077	4.3
1998	-0.140948	19.755811	0.020011	5.2
1999	-0.199114	19.750422	0.022152	2.4
